"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"TD2CW2AF","journalArticle","2009","Fuchs, Marek; Busse, Britta","The Coverage Bias of Mobile Web Surveys Across European Countries","International Journal of Internet Science","","","","","In recent years, mobile devices are increasingly considered to access the World Wide Web. Several survey research organizations are about to use this technology as a means of conducting self-administered surveys. Among other advantages it allows survey researchers to overcome the lack of random selection procedures in online surveys since it provides the opportunity to use RDD-like probability sampling of cell phone numbers. However, low penetration rates of smart phones raise concerns that the coverage bias of a mobile Web survey might in fact harm survey estimates considerably. In this paper, we report results of a simulation study on the coverage bias of the mobile Web population across European countries. Based on a subset of the Eurobarometer data we estimate the relative coverage bias of the smart phone population in contrast to the general population. Even though we observed an incline of the mobile Web penetration rates over the course of the past years, coverage biases were still considerably large for socio-demographic variables. Nevertheless, in a few European countries mobile Web coverage biases are already smaller than the coverage biases of the population with traditional landline Internet access. Adapted from the source document.","2009","2022-01-08 12:52:55","2022-01-08 12:52:55","","21-33","","1","4","","","","","","","","","","","","","","","","","","","","","data collection; Simulation; Sampling; Internet; data quality; survey; Surveys; smart phone; Bias; Access; Europe; political behavior; article; 0827: mass phenomena; public opinion; 9121: political behavior; Courses; Mobile Web","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y54CNGJ6","journalArticle","2019","Mason, Robert; Huff, Kyle C.","The effect of format and device on the performance and usability of web-based questionnaires","International Journal of Social Research Methodology","","","10.1080/13645579.2018.1542150","https://www.proquest.com/scholarly-journals/effect-format-device-on-performance-usability-web/docview/2196500543/se-2?accountid=14570","This article explores the comparability of assessment tools under different format conditions. Prior studies have not considered the interaction of format and device on time to complete an assessment and have instead treated each of them separately with conflicting results. This study assesses, by linear regressions using web-based data, the performance of multiple devices under varying formats while controlling for non-device factors such as demographic information. The results of this study add to the growing literature on the equivalence among devices and formats used to collect and interpret performance in a variety of organizational settings.","2019","2022-01-08 12:52:55","2022-01-08 12:52:55","","271-280","","3","22","","","","","","","","","","","","","","","","","","","","","Internet; Evaluation; Questionnaires; questionnaire; survey; usability; DESIGN; MOBILE; Social Sciences: Comprehensive Works; Demographic aspects; Computer based; TESTS; ABILITY; COMPUTERS; EQUIVALENCE; format; Mobile; PAPER; web; Organizational effectiveness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CGP24KDL","journalArticle","2015","Struminskaya, Bella; Weyandt, Kai; Bosnjak, Michael","The effects of questionnaire completion using mobile devices on data quality: evidence from a probability-based general population panel","methods, data, analyses","","","","https://www.wiso-net.de/document/MDA__45667","""The use of mobile devices such as smartphones and tablets for survey completion is growing rapidly, raising concerns regarding data quality in general, and nonresponse and measurement error in particular. We use the data from six online waves of the GESIS Panel, a probability-based mixed-mode panel representative of the German population to study whether the responses provided using tablets or smartphones differ on indicators of measurement and nonresponse errors from responses provided via personal computers or laptops. We follow an approach chosen by Lugtig and Toepoel (2015), using the following indicators of nonresponse error: item nonresponse, providing an answer to an open question; and the following indicators of measurement error: straightlining, number of characters in open questions, choice of left-aligned options in horizontal scales, and survey duration. Moreover, we extend the scope of past research by exploring whether data quality is a function of device-type or respondent-type characteristics using multilevel models. Overall, we find that responding with mobile devices is associated with a higher likelihood of measurement discrepancies compared to PC/laptop survey completion. For smartphone survey completion, the indicators of measurement and nonresponse error tend to be higher than for tablet completion. We find that most indicators of nonresponse and measurement error used in our analysis cannot be attributed to the respondent characteristics but are rather effects of mobile devices."" (author's abstract)","2015","2022-01-08 12:52:55","2022-01-08 12:52:55","","261-292","","2","9","","","","","","","","","","","","","","","","","","","","","survey research; Umfrageforschung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U4XBGN97","journalArticle","2016","Lugtig, Peter; Toepoel, Vera","The Use of PCs, Smartphones, and Tablets in a Probability-Based Panel Survey: Effects on Survey Measurement Error","Social Science Computer Review","","","10.1177/0894439315574248","https://doi.org/10.1177/0894439315574248","Respondents in an Internet panel survey can often choose which device they use to complete questionnaires: a traditional PC, laptop, tablet computer, or a smartphone. Because all these devices have different screen sizes and modes of data entry, measurement errors may differ between devices. Using data from the Dutch Longitudinal Internet Study for the Social sciences panel, we evaluate which devices respondents use over time. We study the measurement error associated with each device and show that measurement errors are larger on tablets and smartphone than on PCs. To gain insight into the causes of these differences, we study changes in measurement error over time, associated with a switch of devices over two consecutive waves of the panel. We show that within individuals, measurement errors do not change with a switch in device. Therefore, we conclude that the higher measurement error in tablets and smartphones is associated with self-selection of the sample into using a particular device.","2016","2022-01-08 12:52:55","2022-01-08 12:52:55","","78-94","","1","34","","","","","","","","","","","","","","","","","","","","","mobile phones; tablets; measurement error; mixed device; panel survey; MOBILE WEB SURVEYS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QSLZUHLL","journalArticle","2018","Zijlstra, Toon; Wijgergangs, Krisje; Hoogendoorn-Lanser, Sascha","Traditional and mobile devices in computer assisted web-interviews","Transportation Research Procedia","","","","https://www.wiso-net.de/document/BEFO__20181041493-BEFO-ZDEE","Transport studies constantly rely on surveys among travelers. Computer assisted web interview is the most popular survey mode. However, respondents complete online surveys nowadays using smartphones, tablets or traditional devices. We address three questions related to this development: how important are mobile respondents; how to deal with mobile respondents; and what is the effect of mobile response in a survey? In order to answer these questions, we used a series of information dense meta-analyses and state-of-the-art literature. Our results reveal that one out of every three respondents used a mobile device in 2016. The profile of mobile respondents adheres to the profiles of hard-to-reach candidates. Four design strategies for mixed-device surveys are identified and discussed. By taking an active approach to mixed-device surveys, multiple issues associated with mobile response can be overcome, i.e. differences in completion times and break-offs can be minimized. Mobile respondents appreciate redesigned surveys. Our results are in favor of facilitating mobile respondents with an adaptive or responsive web design in surveys.","2018","2022-01-08 12:52:55","2022-01-08 12:52:55","","184-194","","","32","","","","","","","","","","","","","","","","","","","","","Online-Überwachung; Smartphone; mobiles Gerät; Datenqualität; Mischmaschine; Mischvorrichtung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2JE38W8K","journalArticle","2021","Bosch, Oriol J.; Revilla, Melanie","Using emojis in mobile web surveys for Millennials? A study in Spain and Mexico","Quality & Quantity","","","10.1007/s11135-020-00994-8","https://www.proquest.com/scholarly-journals/using-emojis-mobile-web-surveys-millennials-study/docview/2486883703/se-2","To involve Millennials in survey participation, and obtain high-quality answers from them, survey designers may require new tools that better catch Millennials' interest and attention. One key new tool that could improve the communication and make the survey participation more attractive to young respondents are the emojis. We used data from a survey conducted among Millennials by the online fieldwork company Netquest in Spain and Mexico (n = 1614) to determine how emojis can be used in mobile web surveys, in particular in open-ended questions, and how their use can affect data quality, completion time, and survey evaluation. Overall, results show a high willingness of Millennials to use emojis in surveys (both stated and actual use) and a positive impact of encouraging Millennials to use emojis in open-ended questions on the amount of information conveyed, the completion time and the survey enjoyment.","2021","2022-01-08 12:52:55","2022-01-08 12:52:55","","39-61","","","55","","","","","","","","","","","","","","","","","","","","","Statistics; Emojis; Internet; Data quality; Polls & surveys; Participation; Millennials; Mexico; Mobile web surveys; Spain; Survey evaluation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MKKBYXNU","journalArticle","2021","Keusch, Florian; Leonard, Mariel M.; Sajons, Christoph; Steiner, Susan","Using Smartphone Technology for Research on Refugees: Evidence from Germany","Sociological Methods & Research","","","10.1177/0049124119852377","https://doi.org/10.1177/0049124119852377","Researchers attempting to survey refugees over time face methodological issues because of the transient nature of the target population. In this article, we examine whether applying smartphone technology could alleviate these issues. We interviewed 529 refugees and afterward invited them to four follow-up mobile web surveys and to install a research app for passive mobile data collection. Our main findings are as follows: First, participation in mobile web surveys declines rapidly and is rather selective with significant coverage and nonresponse biases. Second, we do not find any factor predicting types of smartphone ownership, and only low reading proficiency is significantly correlated with app nonparticipation. However, obtaining sufficiently large samples is challenging?only 5 percent of the eligible refugees installed our app. Third, offering a 30 Euro incentive leads to a statistically insignificant increase in participation in passive mobile data collection.","2021","2022-01-08 12:52:55","2022-01-08 12:52:55","","1863-1894","","4","50","","","","","","","","","","","","","","","","","","","","","participation; Technology; Data collection; Sociology; Internet; Smartphones; smartphones; DISCLOSURE; Polls & surveys; Competence; coverage; Germany; Methodological problems; mobile web surveys; Nonresponse; Ownership; Participation; passive mobile data collection; refugees; Refugees; RISK; MOBILE WEB; HARM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JTCDAVDH","journalArticle","2017","Tourangeau, Roger; Maitland, Aaron; Rivero, Gonzalo; Sun, Hanyu; Williams, Douglas; Yan, Ting","WEB SURVEYS BY SMARTPHONE AND TABLETS EFFECTS ON SURVEY RESPONSES","Public Opinion Quarterly","","","10.1093/poq/nfx035","","With respondents increasingly completing web surveys on tablet computers and smartphones, several studies have examined the potential effects of the switch from PCs to mobile devices. The studies have looked at a range of outcomes, including completion rates, breakoffs, and item nonresponse. We carried out a field experiment that compared responses obtained by smartphones, tablets, and laptop computers, focusing on the potential effects of the different devices on measurement errors. We examined whether the differences across devices in screen size (and the related need to scroll to see the entire question or the full set of response options) might moderate the effects of response order, affect the strategy respondents used to decide which of two options was preferable, change the effect of question context, or influence the use of definitions. Our experiments were based on the principle of visual prominence-the idea that respondents are more likely to notice and consider information that is easy to see. The experiments were deliberately designed to maximize the impact of screen size on the results, since the screen size would affect the visual prominence of key information. However, like many of the prior studies examining mobile devices, although response order, context, and evaluation strategy affected the answers respondents gave, few device effects emerged.","2017","2022-01-08 12:52:55","2022-01-08 12:52:55","","896-929","","4","81","","","","","","","","","","","","","","","","","","","","","DESIGN; MOBILE; COMPUTER; SENSITIVE TOPICS; OPTIONS; PREFERENCE REVERSALS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W8TYNZD5","journalArticle","2018","Tourangeau, Roger; Sun, Hanyu; Yan, Ting; Maitland, Aaron; Rivero, Gonzalo; Williams, Douglas","Web Surveys by Smartphones and Tablets: Effects on Data Quality","Social Science Computer Review","","","10.1177/0894439317719438","https://doi.org/10.1177/0894439317719438","Does completing a web survey on a smartphone or tablet computer reduce the quality of the data obtained compared to completing the survey on a laptop computer? This is an important question, since a growing proportion of web surveys are done on smartphones and tablets. Several earlier studies have attempted to gauge the effects of the switch from personal computers to mobile devices on data quality. We carried out a field experiment in eight counties around the United States that compared responses obtained by smartphones, tablets, and laptop computers. We examined a range of data quality measures including completion times, rates of missing data, straightlining, and the reliability and validity of scale responses. A unique feature of our study design is that it minimized selection effects; we provided the randomly determined device on which respondents completed the survey after they agreed to take part. As a result, respondents may have been using a device (e.g., a smartphone) for the first time. However, like many of the prior studies examining mobile devices, we find few effects of the type of device on data quality.","2018","2022-01-08 12:52:55","2022-01-08 12:52:55","","542-556","","5","36","","","","","","","","","","","","","","","","","","","","","Internet; Smartphones; Education--Computer Applications; smartphones; Telephone communications; data quality; Data quality; Electronic devices; Polls & surveys; Research responses; mobile devices; Mobile computing; DESIGN; Tablet computers; measurement error; COMPUTER; SENSITIVE TOPICS; MOBILE DEVICES; PC; Personal computers; Missing data; Rangefinding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F2TMTCKN","journalArticle","2017","Keusch, Florian; Yan, Ting","Web Versus Mobile Web: An Experimental Study of Device Effects and Self-Selection Effects","Social Science Computer Review","","","10.1177/0894439316675566","https://doi.org/10.1177/0894439316675566","Due to a rising mobile device penetration, Web surveys are increasingly accessed and completed on smartphones or tablets instead of desktop computers or laptops. Mobile Web surveys are also gaining popularity as an alternative self-administered data collection mode among survey researchers. We conducted a methodological experiment among iPhone owners and compared the participation and response behavior of three groups of respondents: iPhone owners who started and completed our survey on a desktop or laptop PC, iPhone owners who self-selected to complete the survey on an iPhone, and iPhone owners who started on a PC but were requested to switch to iPhone. We found that respondents who completed the survey on a PC were more likely to be male, to have a lower educational level, and to have more experience with Web surveys than mobile Web respondents, regardless of whether they used the iPhone voluntarily or were asked to switch from a PC to an iPhone. Overall, iPhone respondents had more missing data and took longer to complete the survey than respondents who answered the questions on a PC, but they also showed less straightlining behavior. There are only minimal device differences on survey answers obtained from PCs and iPhones.","2017","2022-01-08 12:52:55","2022-01-08 12:52:55","","751-769","","6","35","","","","","","","","","","","","","","","","","","","","","Data collection; Internet; iPhone; Smartphones; Education--Computer Applications; smartphones; data quality; Polls & surveys; QUALITY; Mobile computing; Participation; Mobile communication systems; SMARTPHONE; Tablet computers; Microcomputers; PROBABILITY-BASED PANEL; COMPUTER; response times; PC; Personal computers; ONLINE SURVEYS; break-offs; missing data; mobile Web surveys; straightlining; unintentional mobile; Web surveys; MECHANICAL TURK; Missing data; 83:Social and Behavioral Sciences (CI); Alternative approaches; Data acquisition; Educational attainment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VX5HRK6E","journalArticle","2014","Toepoel, Vera; Lugtig, Peter","What Happens if You Offer a Mobile Option to Your Web Panel? Evidence From a Probability-Based Panel of Internet Users","Social Science Computer Review","","","10.1177/0894439313510482","https://doi.org/10.1177/0894439313510482","This article reports from a pilot study that was conducted in a probability-based online panel in the Netherlands. Two parallel surveys were conducted: one in the traditional questionnaire layout of the panel and the other optimized for mobile completion with new software that uses a responsive design (optimizes the layout for the device chosen). The latter questionnaire was optimized for mobile completion, and respondents could choose whether they wanted to complete the survey on their mobile phone or on a regular desktop. Results show that a substantive number of respondents (57%) used their mobile phone for survey completion. No differences were found between mobile and desktop users with regard to break offs, item nonresponse, time to complete the survey, or response effects such as length of answers to an open-ended question and the number of responses in a check-all-that-apply question. A considerable number of respondents gave permission to record their GPS coordinates, which are helpful in defining where the survey was taken. Income, household size, and household composition were found to predict mobile completion. In addition, younger respondents, who typically form a hard-to-reach group, show higher mobile completion rates.","2014","2022-01-08 12:52:55","2022-01-08 12:52:55","","544-560","","4","32","","","","","","","","","","","","","","","","","","","","","Internet; Education--Computer Applications; Computer Software; Netherlands; Software; DESIGN; Households; MODES; panel survey; Probability; nonresponse effects; measurement effects; mobile phone survey; computer methods, media, & applications; Global positioning systems--GPS; Income; 0188: methodology and research technology; article; mobile phone survey panel survey measurement effects nonresponse effects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ADFYSAR","journalArticle","2019","Grady, Rebecca H.; Greenspan, Rachel L.; Liu, Mingna","What Is the Best Size for Matrix-Style Questions in Online Surveys?","Social Science Computer Review","","","10.1177/0894439318773733","https://doi.org/10.1177/0894439318773733","Across two studies, we aimed to determine the row and column size in matrix-style questions that best optimizes participant experience and data quality for computer and mobile users. In Study 1 (N = 2,492), respondents completed 20 questions (comprising four short scales) presented in a matrix grid (converted to item-by-item format on mobile phones). We varied the number of rows (5, 10, or 20) and columns (3, 5, or 7) of the matrix on each page. Outcomes included both data quality (straightlining, item skip rate, and internal reliability of scales) and survey experience measures (dropout rate, rating of survey experience, and completion time). Results for row size revealed dropout rate and reported survey difficulty increased as row size increased. For column size, seven columns increased the completion time of the survey, while three columns produced lower scale reliability. There was no interaction between row and column size. The best overall size tested was a 5 ? 5 matrix. In Study 2 (N = 2,570), we tested whether the effects of row size replicated when using a single 20-item scale that crossed page breaks and found that participant survey ratings were still best in the five-row condition. These results suggest that having around five rows or potentially fewer per page, and around five columns for answer options, gives the optimal survey experience, with equal or better data quality, when using matrix-style questions in an online survey. These recommendations will help researchers gain the benefits of using matrices in their surveys with the least downsides of the format.","2019","2022-01-08 12:52:55","2022-01-08 12:52:55","","435-445","","3","37","","","","","","","","","","","","","","","","","","","","","Reliability; Internet; Education--Computer Applications; data quality; Data quality; Polls & surveys; Mobile computing; DESIGN; web survey; RESPONSES; WEB; Completion time; GRIDS; matrix format; matrix size; NUMBER; Balances (scales); Format; Matrices","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANXRPXJU","journalArticle","2015","Wells, Tom","What market researchers should know about mobile surveys","International Journal of Market Research","","","10.2501/IJMR-2015-045","","Survey completions on mobile devices have been increasing rapidly. This important shift is something market researchers should definitely consider when designing and conducting self-administered online surveys. This article briefly summarises existing research and empirical results from mobile surveys. Based on the specific findings discussed, market researchers should be better aware of what to expect when fielding surveys completed by mobile respondents, whether this is intended or not. Bringing the findings together and discussing more broadly, for online surveys, market researchers should consider consciously and deliberately accommodating both mobile and PC respondents. Thus far, the research on mobile surveys indicates that consumers want the choice and ability to take surveys when they want, where they want and on the device of their choosing. It is to be hoped that market researchers are listening and become willing to accommodate survey respondents in terms of device and, by extension, time and location.","2015","2022-01-08 12:52:55","2022-01-08 12:52:55","","521-532","","4","57","","","","","","","","","","","","","","","","","","","","","QUALITY; PC; WEB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIUKBLPE","journalArticle","2015","Steinbrecher, Markus; Roßmann, Joss; Blumenstiel, Jan E.","Why Do Respondents Break Off Web Surveys and Does It Matter? Results From Four Follow-up Surveys","International Journal of Public Opinion Research","","","10.1093/IJPOR/EDU025","https://academic.oup.com/ijpor/article/27/2/289/745155","","2015-06","2022-01-08 12:52:55","2022-01-08 12:52:55","","289-302","","2","27","","","","","","","","","","","","","","","","","Publisher: Oxford Academic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YUE8X2VN","journalArticle","2017","Couper, Mick P.; Peterson, Gregg J.","Why Do Web Surveys Take Longer on Smartphones?","Social Science Computer Review","","","10.1177/0894439316629932","https://doi.org/10.1177/0894439316629932","Surveys completed on mobile web devices (smartphones) have been found to take longer than surveys completed on a PC. This has been found both in surveys where respondents can choose which device they use and in surveys where respondents are randomly assigned to devices. A number of potential explanations have been offered for these findings, including (1) slower transmission over cellular or Wi-Fi networks, (2) the difficulty of reading questions and selecting responses on a small device, and (3) the increased mobility of mobile web users who have more distractions while answering web surveys. In a secondary analysis of student surveys, we find that only about one-fifth of the time difference can be accounted for by transmission time (between-page time) with the balance being within-page time differences. Using multilevel models, we explore possible page-level (question-level) and respondent-level factors that may contribute to the time difference. We find that much of the time difference can be accounted for by the additional scrolling required on mobile devices, especially for grid questions.","2017","2022-01-08 12:52:55","2022-01-08 12:52:55","","357-377","","3","35","","","","","","","","","","","","","","","","","","","","","Data collection; Internet; Respondents; Smartphones; Education--Computer Applications; Electronic devices; Polls & surveys; Web sites; QUALITY; AGE; MOBILE; web surveys; Computer software; COMPUTER; online surveys; smartphone surveys; Response time; PC; Time; PARADATA; ONLINE SURVEYS; survey completion times; RESPONSE-TIMES; 83:Social and Behavioral Sciences (CI); 0188:methodology and research technology; computer methods, media, & applications; Cellular communication; Scrolling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LL3PBWK4","journalArticle","2019","Wenz, Alexander,; Jackle, Annette; Couper, Mick P.","Willingness to use mobile technologies for data collection in a probability household panel","Survey Research Methods","","","10.18148/srm/2019.v13i1.7298","","We asked members of the Understanding Society Innovation Panel about their willingness to participate in various data collection tasks on their mobile devices. We find that stated willingness varies considerably depending on the type of activity involved: respondents are less willing to participate in tasks that involve downloading and installing an app, or where data are collected passively. Stated willingness also varies between smartphones and tablets, and between types of respondents: respondents who report higher concerns about the security of data collected with mobile technologies and those who use their devices less intensively are less willing to participate in mobile data collection tasks.","2019","2022-01-08 12:52:55","2022-01-08 12:52:55","","1-22","","1","13","","","","","","","","","","","","","","","","","","","","","ACCEPTANCE; Bluetooth; smartphone; tablet; accelerometer; GPS; app","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
